B2,77
B3,77
B4,89
B5,89
B6,101
B7,101
B8,113
B9,113
B10,125
B11,125
C2,77
C3,77
C4,89
C5,89
C6,101
C7,101
C8,113
C9,113
C10,125
C11,125
D2,77
D3,77
D4,89
D5,89
D6,101
D7,101
D8,113
D9,113
D10,125
D11,125
E2,77
E3,77
E4,89
E5,89
E6,101
E7,101
E8,113
E9,113
E10,125
E11,125
F2,77
F3,77
F4,89
F5,89
F6,101
F7,101
F8,113
F9,113
F10,125
F11,125
G2,77
G3,77
G4,89
G5,89
G6,101
G7,101
G8,113
G9,113
G10,125
G11,125
